prioridad_rank,filas_afectadas_total,filas_vegetativa,filas_pesos,modulo_raw,turno_raw,valvula_raw,cama_raw,modulo_normalizado,id_geografia_base,id_cama,estados_detectados,detalle_resolucion,archivos_fuente,fecha_ultima_aparicion
197,29,29,0,01,05,20,0,01,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
198,29,29,0,09,07,21,0,09,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
199,29,29,0,09,11,32,0,09,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
200,29,28,1,09,02,6,0,09,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
201,29,28,1,09,05,15,0,09,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
202,29,28,1,09,06,18,0,09,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
203,28,28,0,04,01,8,0,04,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
204,28,28,0,09,03,9,11,09,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
205,11,8,3,03,04,4,0,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
206,11,8,3,03,05,5,0,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
207,11,8,3,03,06,6,0,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
208,9,9,0,01,03,4,0,01,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
209,9,8,1,01,02,1,0,01,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
210,9,8,1,01,03,1,0,01,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
211,9,8,1,01,04,1,0,01,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
212,9,8,1,01,05,3,0,01,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
213,8,8,0,01,02,3,0,01,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
214,8,8,0,01,02,4,0,01,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
215,8,8,0,01,03,2,0,01,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
216,8,8,0,01,04,2,0,01,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
217,8,8,0,01,04,3,0,01,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
218,8,8,0,01,05,2,0,01,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
219,8,8,0,01,05,4,0,01,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
220,8,8,0,03,03,7,1,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
221,8,8,0,03,04,3,1,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
222,8,8,0,03,04,5,1,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
223,8,8,0,03,04,6,0,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
224,8,8,0,03,04,7,52,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
225,8,8,0,03,05,1,0,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
226,8,8,0,03,05,2,0,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
227,8,8,0,03,05,4,1,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
228,8,8,0,03,05,6,1,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
229,8,8,0,03,06,3,1,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
230,8,8,0,03,06,4,1,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
231,8,7,1,01,05,1,0,01,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
232,7,7,0,03,02,1,0,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
233,7,7,0,03,02,3,0,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
234,7,7,0,03,02,4,0,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
235,7,7,0,03,02,5,0,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
236,7,7,0,03,02,6,1,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
237,7,7,0,03,02,7,1,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
238,7,7,0,03,03,1,0,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
239,7,7,0,03,03,2,1,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
240,7,7,0,03,03,4,0,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
241,7,7,0,03,03,5,52,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
242,7,7,0,03,03,6,33,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
243,7,7,0,03,04,1,0,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
244,7,7,0,03,04,2,0,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
245,7,7,0,03,05,3,0,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
246,7,7,0,03,05,7,1,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
247,7,7,0,03,05,8,1,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
248,7,7,0,03,06,1,1,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
249,7,7,0,03,06,2,1,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
250,7,7,0,03,06,5,1,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
251,7,7,0,03,06,7,1,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
252,7,7,0,03,06,8,1,03,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
253,5,5,0,02,02,3,0,02,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
254,5,5,0,02,02,4,0,02,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
255,5,5,0,02,03,1,0,02,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
256,5,5,0,02,03,2,0,02,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
257,5,5,0,02,03,4,0,02,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
258,5,5,0,02,04,1,0,02,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
259,5,5,0,02,04,2,0,02,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
260,5,5,0,02,04,3,0,02,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
261,5,5,0,02,04,4,0,02,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
262,5,5,0,02,05,1,0,02,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
263,5,5,0,02,05,2,0,02,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
264,5,5,0,02,05,3,0,02,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
265,5,5,0,02,05,4,0,02,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
266,5,5,0,02,06,1,0,02,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
267,5,5,0,02,06,2,0,02,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
268,5,5,0,02,06,3,0,02,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
269,5,5,0,02,06,4,0,02,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
270,2,2,0,11,24,105,1,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx,2026-03-24 12:09:42.097963
